pack_id|prod_id|descr|pack|weight|volume|precision
1|62109|шт/1|1.0|0.0|0.0|
2|62109|кор/2|2.0|0.0|0.0|
1|62110|шт/1|1.0|0.0|0.0|
2|62110|кор/96|96.0|0.0|0.0|
1|62111|шт/1|1.0|0.0|0.0|
2|62111|кор/40|40.0|0.0|0.0|
1|62112|шт/1|1.0|0.0|0.0|
2|62112|кор/6|6.0|0.0|0.0|
1|62113|шт/1|1.0|0.0|0.0|
2|62113|кор/6|6.0|0.0|0.0|
1|62114|шт/1|1.0|0.0|0.0|
2|62114|кор/6|6.0|0.0|0.0|
1|62115|шт/1|1.0|0.0|0.0|
2|62115|кор/6|6.0|0.0|0.0|
1|62116|шт/1|1.0|0.0|0.0|
2|62116|кор/96|96.0|0.0|0.0|
1|62118|шт/1|1.0|0.0|0.0|
2|62118|кор/8|8.0|0.0|0.0|
1|62119|шт/1|1.0|0.0|0.0|
2|62119|кор/20|20.0|0.0|0.0|
1|62120|шт/1|1.0|0.0|0.0|
2|62120|кор/4|4.0|0.0|0.0|
1|62121|шт/1|1.0|0.0|0.0|
2|62121|кор/2|2.0|0.0|0.0|
1|62122|шт/1|1.0|0.0|0.0|
